1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,mean
Comoros,,,,,,,,,0.006001230120376066,0.006173006633274671,0.007516319680401969,0.008877189383838729,0.009254883881749554,0.010067495111335393,0.01242382358484639,0.012248384341407598,0.012310543384737574,0.010755069117135356,0.010351936168003915,0.008833997419281652,0.009627601005110252,0.009390444810543658,0.008731168396384333,0.008930962455144341,0.00842294146792185,0.007214284797371022,0.006910663742295957,0.006356732982854002,0.006527121314427189,0.00632851110664282,0.006179451264727692,0.006235513711976699,0.0058642781113811175,0.00577489804625872,0.005535566011624689,0.005045896183370015,0.005010572768226533,0.005315908420949199,0.005135106758678617,0.005116163640875857,0.005286741873354035,0.0052428176289742775,0.005030115121256686,0.005029088918374732,0.0050559835266864,0.0051675990611112655,0.007349473998760809
"Congo, Dem. Rep.",0.020895939618421972,0.021869961165489518,0.02108831557629656,0.00859317456420329,0.007699938125497205,0.007096514469212549,0.007278224717887803,0.006503006012024048,0.005755206045162991,0.0058481115473128465,0.00658965013076337,0.007555297254794708,0.008056243877139399,0.008591433798019302,0.010994534145881762,0.01097519702170865,0.010722086173803692,0.009537215702400912,0.007845521823601822,0.006281638614352764,0.0052373020130438465,0.003898956617243273,0.0038299296953465014,0.0038160784103690214,0.003521834031897371,0.002015378493215748,0.0018992072341416197,0.0014775109095282273,0.0009967525159962703,0.0007302128199972484,0.0007415341517673231,0.0009127643427071154,0.0007932841965738156,0.000813645429197964,0.0008017026637525412,0.0007962495750353392,0.0008642088811253103,0.0009138252923258328,0.000983115234468211,0.0010595040375694406,0.0011988522463739634,0.0013107044072435694,0.0014518954260610546,0.0017072921789316434,0.00174661249103712,0.0018184011058847542,0.00532856445184368
"Congo, Rep.",0.037901553800638296,0.03890264120091749,0.039579114202694374,0.018512153204026514,0.01806146200610888,0.015007536535814929,0.017763619674963555,0.01773547094188377,0.018100342676390477,0.021434050809981498,0.029879944811680156,0.03444896470775928,0.036362588601394574,0.03816312369898442,0.04284727021423635,0.042530902996019276,0.042954530412337016,0.04090089520134122,0.03762587687424919,0.03577556258241992,0.035828227787345776,0.033498077979132346,0.030331436223635756,0.030849981254351667,0.031160866130133778,0.027868705151410125,0.026993248624606375,0.023697442417162033,0.023182534323655187,0.02310224037759411,0.02292576419213974,0.022419133181547802,0.021950876629245074,0.022633234439031168,0.022399954188419214,0.01989729275144488,0.02086972510802611,0.023287805836690576,0.02394792352699749,0.024015424851573985,0.024999017334224282,0.02477809581634718,0.025075639068164148,0.02508049325897952,0.023459763563824898,0.02195997662055721,0.02784131490848003
Costa Rica,0.09078202529876302,0.09318011491381464,0.09307035308620235,0.041296341762828384,0.0425166226342824,0.043000383848407965,0.05134711948598888,0.04869739478957916,0.041999824268517706,0.040927755967690986,0.04202961224027512,0.04698414869007327,0.049386273266870284,0.05317605500536176,0.068291763523277,0.07282953794581702,0.07555099609504269,0.07395691645841901,0.07025375591380308,0.06711285679849127,0.07154352183856122,0.0727622185612301,0.07278205557415467,0.07409886990520058,0.0732086184501252,0.07138547643804316,0.07147145675321334,0.06802276970300886,0.06466030031188708,0.06479845067888626,0.06412210595699101,0.06580107890796463,0.06603337818568875,0.06678838273087188,0.06802065338767097,0.0681195984754952,0.0723545095154914,0.07546428220497199,0.0760625757619143,0.07842238894297768,0.08366416414449118,0.08298879154981159,0.08268310274736083,0.08418620619264565,0.08606203232152378,0.08885116015846067,0.06784234785635104
Cote d'Ivoire,0.04186176532252429,0.041400767606113595,0.03979924275777054,0.018315737785416154,0.01982930494308528,0.019407749992978382,0.023702823821607905,0.021442885771543085,0.015815833406554784,0.016109381345607146,0.01773027738308519,0.01826718174877212,0.017230450066270962,0.01898694253453605,0.02352830307218697,0.02286902286902287,0.022602422397246674,0.02128871034068263,0.018939000697050144,0.017341860102377947,0.01677065981535334,0.015650741350906095,0.015333110143957147,0.015987360077124955,0.016698581892684493,0.015160267519030565,0.014985357724872262,0.013847369686973851,0.012250409954663838,0.011672822325463262,0.010875834225920738,0.01052242938896068,0.010101821541180488,0.009932427739355633,0.009420006299092358,0.008803478447581727,0.009009837271306427,0.009727817627984671,0.009439815212515152,0.008647843766107326,0.009767697810620651,0.010321797207043109,0.010650355480202702,0.011533500969630612,0.012244672831902337,0.01314629779101376,0.016716782131866975
Cuba,0.05350944626924779,0.053210092430676995,0.051245927621731094,0.024797446599558064,0.025918541726003986,0.026616610337692977,0.032557637276604934,0.030260521042084168,0.0251296019681926,0.031000406118857453,0.03873478717489343,0.04538876163777877,0.04961678096006454,0.05481612313126853,0.06782056920273921,0.06686650872697385,0.07025613872526308,0.0666814285262392,0.06016877511975915,0.05066432227783844,0.04415709082695728,0.03596924766611752,0.0356879812520924,0.03647367575384286,0.039195468484272265,0.037496309418364335,0.03581537255094164,0.03549462254750369,0.03507925790167519,0.03558993787899633,0.035078685012770866,0.03636699280044305,0.037515313397465506,0.04138676933152082,0.044733099821525714,0.04503730742390896,0.048266985381998716,0.052274737152402474,0.052009659345798855,0.05331882480957562,0.05654258873471955,0.0567747034049402,0.05561227835177084,0.05764894732446902,,,0.04474514280562595
Cyprus,,,,0.07311563957770685,0.08897160647816223,0.09842434909608382,0.12207764159602613,0.12424849699398798,0.11431332923293208,0.11827083615360318,0.14128621733489838,0.1647009219058038,0.17824007376246181,0.20267457263609412,0.25865426902054406,0.2812132347016068,0.31001389900059567,0.3151551576882928,0.31184836934759075,0.29242942018915813,0.3096925379033852,0.2957166392092257,0.30097087378640774,0.3198007605377323,0.3197370006829412,0.30809617334822403,0.30648303579086666,0.2967506213563321,0.2904836929144829,0.29412760733599314,0.29245283018867924,0.2954279736631592,0.2980941096138011,0.3014556315178456,0.29755576128348776,0.28605936979977453,0.29851981244828535,0.3043136484229144,0.2917752388588227,0.2850734016761163,0.280688652175622,0.25887375796301115,0.2506346188071977,0.25491542408580997,0.25998786563953596,0.27078404631356284,0.250328119070669
Denmark,0.7484100915507722,0.7547294074898372,0.7204367350532711,0.3154922661428922,0.33313035877390273,0.32311610010017505,0.379083202850818,0.36472945891783565,0.31816184869519376,0.3240377239294256,0.3842795659067976,0.43705628297608057,0.4606119979254308,0.5243802434870372,0.6842998052396808,0.7034601685764477,0.7203653451585148,0.6931642045993737,0.658890355495573,0.6369978588545581,0.6442587311894745,0.6252059308072487,0.6397723468362906,0.6558834556263724,0.6719204038726784,0.6611083298032118,0.6422138629875143,0.6163053064403441,0.597011886005809,0.5915041325812495,0.5767075883661531,0.5754107439542182,0.576245657020063,0.5812702791200722,0.5791061015299159,0.5455114785191547,0.5541049921853453,0.5597916871376634,0.5513940192232435,0.5571082221331348,0.572540387563382,0.5643835352396372,0.5541275981902826,0.5546194315830496,0.5559927193837215,0.5695213708517725,0.5621272439103179
Dominica,,,,,,0.02184191062885604,0.027914259489228443,0.020541082164328657,0.0208241806519638,0.024051261224673978,0.028953275262041556,0.03353731496359099,0.03624733475479744,0.040560146344540464,0.05478419300119369,0.06074231655627004,0.06843603150440135,0.06541612627716446,0.06506295697569223,0.06257533003417325,0.06377932747960134,0.0628775398132894,0.06260462002008704,0.06405655829896631,0.06584356629216492,0.06342665691069434,0.06436474581255437,0.060807018749498905,0.0572650397093341,0.05675552686442382,0.05413199307901458,0.05810924455930917,0.058301367662121184,0.05726277770611524,0.05656775819120609,0.056399520460930094,0.06205755263399834,0.06544168222462415,0.06374977331080758,0.06334116030009736,0.06420738178530719,0.06217172155241372,0.06282492014575157,0.060432575877074964,0.06124174955415418,0.05888465213801293,0.05410717441376754
Dominican Republic,0.04186176532252429,0.04548861081461631,0.04552258518975082,0.020770930518045665,0.021695361376560366,0.021092938125509067,0.024242751471302844,0.022945891783567134,0.021439240839996484,0.022426785794864852,0.025555486913366694,0.029320934896812645,0.02956261165216389,0.030845896675708067,0.039077715649934036,0.04317555480346178,0.04411278046197631,0.04295701135608768,0.037180951250982544,0.03520837173688017,0.03865157119060391,0.03967600219659528,0.039437562772012054,0.04116008783675218,0.04294494958287023,0.04314450392164414,0.043534730986485,0.042481302042172056,0.040974030845739154,0.040669679235498926,0.040846172859850045,0.03954628433122064,0.03892113349265961,0.041585219436203254,0.04320604712866374,0.042979583803031116,0.0449572492415188,0.047853001866954896,0.04981435348242324,0.05074165282629861,0.05300499194214064,0.05388344368307939,0.05579961969706904,0.058762398745511396,0.0616094574470041,0.06435841056899255,0.040109296039067516
Ecuador,0.05700375055326484,0.06206708604909954,0.06533415514660562,0.03157377854161552,0.03308812697040827,0.031110445357774803,0.03687705847416446,0.034569138276553106,0.030753009401634303,0.03253463291367718,0.03646959494244353,0.039576994518705916,0.04016596553909987,0.04459723711600328,0.05619777596280706,0.05574626504859063,0.059004566814481435,0.05545187106570082,0.0526050395242262,0.05123151312337819,0.05107428216493972,0.049560680944535966,0.0497489119517911,0.04999732205023834,0.049640451544652305,0.04776575396978216,0.04635290946295321,0.04030512318317699,0.0373299893894087,0.03760066883261194,0.037550465518661945,0.037905359670174145,0.03942321209808607,0.040394518808108675,0.03986561936302815,0.037522142895485534,0.040360393490852256,0.04264518030853886,0.04227395508213307,0.04491915316037646,0.04818992964113046,0.04887192683185397,0.04858697790308832,0.04753509691666744,0.04570609108124506,0.04691660404315919,0.04465218968797641
Egypt,0.014582896545297831,0.014080348829287126,0.013581931848199348,0.006540633439725018,0.007474047083550222,0.007985919316937077,0.009448733869661465,0.009118236472945893,0.008786574114752657,0.009160236451423671,0.011449517102201354,0.01370893302793067,0.014579611594536968,0.016589919888980002,0.02070113714896023,0.020773904494834728,0.021775100933218612,0.021130547559548286,0.020570394649027837,0.019327028061767084,0.019876337558937293,0.019632070291048874,0.020020087043856712,0.020673772160034277,0.021251523226696305,0.020166621737846755,0.019886537683947412,0.0194596204285927,0.018788249038080233,0.018763294635581473,0.018394166598006096,0.018727052694193176,0.018536742112345107,0.01876345739772378,0.019059526422783628,0.018823697818812962,0.020501976647972788,0.022501719563722117,0.022611650392768853,0.022488211824446862,0.023131952360363195,0.022657838686982585,0.02217184821604204,0.022668015180054374,0.023092055670974977,0.023908263519719447,0.017780911768354783
El Salvador,0.058634425885806134,0.05866055004201395,0.058510169939244516,0.02627056223913577,0.026998890187489563,0.02689747502644809,0.032017709626909995,0.02775551102204409,0.020912046393111325,0.018726591760299626,0.019686579765655566,0.022255649379508392,0.02264738085633608,0.02453794234529742,0.030282088333228624,0.031088333413914808,0.03186842279436098,0.03030398886534021,0.029468907114360714,0.028118486167633256,0.029899206640503686,0.030477759472817133,0.03126883160361567,0.032590648599432274,0.03236605648325455,0.030692802403050026,0.03005648609902834,0.02850794305283533,0.026719398090093566,0.026277078725408232,0.025912498970091454,0.026213771460217833,0.025565842588315627,0.02580843611395005,0.025835822747358676,0.024549537459516525,0.025650455088719316,0.026628672496806526,0.02633412555240577,0.027260752534219116,0.028733147281946463,0.028729484102890297,0.028354112610882658,0.028791997995787442,0.02925116287621114,0.03012422648371325,0.02952699931937413
Equatorial Guinea,,,,,,,,,0.004006677796327212,0.0040702134380217496,0.004478902823253228,0.005105238567342427,0.004886763095718319,0.005803317983977796,0.0066281334422315765,0.00655933214072749,0.006469653848699451,0.00567804384272293,0.004968336126477524,0.004395729052933086,0.006677207148705497,0.007166392092257001,0.008624037495815199,0.01012265009908414,0.01710031201039142,0.04057714278378968,0.04672049795988384,0.053133124878305786,0.05662197356998167,0.08882139417734647,0.09955095987476312,0.10877279346911985,0.14144558472074387,0.1555948045762594,0.15439457132767687,0.15991196521552417,0.18451778983175507,0.19131374668369855,0.16101136786644904,0.1648053757898555,0.17554341417397115,0.15767966769788264,0.14759687889318734,0.12779638685013872,0.11106616903531834,0.10471578205163888,0.07221927190610462
Ethiopia,,,,,,,,,,0.0002978204954650061,0.0004736311031486172,0.0010028147185851197,0.0009911830807353196,0.0006938749763451713,0.001099453414588176,0.0011603732533965092,0.0008769607518697465,0.0005535697339702022,0.0005042490397021964,0.00012761794024644443,2.8233434032581383e-05,0.00026084568918176824,0.0007097422162705055,0.0008971131701569279,0.0010177162981908753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013891507327770116,0.00026723422125084705,0.00041154472417556854,0.0005883975360853177,0.000795912351380564,0.0010499288911796428,0.0012981310730580532,0.0015231319523603631,0.0017540308979288944,0.0019670841256311062,0.002412478078925148,0.0026934603151256642,0.003126536595322256,0.0007762698689617917
Fiji,0.05257763179350991,0.056616628437762585,0.05498811305802589,0.024208200343726984,0.024347125782024966,0.02408882813889695,0.027698288429350466,0.02845691382765531,0.024075213074422282,0.0256757366544831,0.026791046312884825,0.028067416498581244,0.030254134731746672,0.03097205576231628,0.04143368725262298,0.0389853180550855,0.0401416374346416,0.04121722076360991,0.040888664778204575,0.037477135119039176,0.03949857421158135,0.03871499176276771,0.039705390023434886,0.040222805420170316,0.04173975922974946,0.03762467747525706,0.036182961047872275,0.03663997984171162,0.033471592553294106,0.03347337898045358,0.03363681305100107,0.0339056058088733,0.03480408892816259,0.034441015667635765,0.03347108621166859,0.030812174566536045,0.031626367564585825,0.03291736268055419,0.03263369889948363,0.03327415382853216,0.034432608781101375,0.03518663081504612,0.035941437095459786,0.03695730841676487,0.03660532073320954,0.03810292521361574,0.03532573271863292
Finland,0.46420667645071867,0.4822065269229896,0.48049661002025185,0.21728455683771175,0.21723843290544986,0.20702536208139458,0.24518114572647265,0.24248496993987975,0.22414550566734032,0.23198411624024187,0.2710199542843022,0.30828575661230956,0.32000230507693195,0.36163502176244244,0.4612678268517937,0.48750181308320845,0.525117479647892,0.5255116565969696,0.49426787488691476,0.4427349942571927,0.4226262740337107,0.40691927512355847,0.410780046869769,0.42691875100423116,0.44159513638737496,0.44673367479236464,0.44861725460404595,0.4376295685439073,0.43195824357201806,0.4359370535383573,0.43046057510093105,0.43593214776526573,0.4426927479766232,0.448308708982844,0.44644339883753115,0.43815198525596294,0.4520547945205479,0.440896138351184,0.4387652836239727,0.4482942939503274,0.4526551629259856,0.43813186071838167,0.4211152430285602,0.4172937563211565,0.42086006876137594,0.43499679924295137,0.40274710499315974
France,0.5014792554802339,0.5162718869938455,0.5179184643831998,0.2271053277682298,0.23491686227521386,0.23136696844017113,0.2764969494087792,0.26452905811623245,0.23468939460504348,0.24281395243896936,0.28234591544655174,0.31512312969357176,0.32230738200887454,0.3565886582981139,0.4518439404410379,0.47299714741575205,0.5052617645112185,0.5002056116154746,0.4794370207780266,0.46400465096493343,0.46638809678421184,0.44947830862163646,0.44693672581185134,0.4550372235016871,0.45900344148800837,0.4480173553612919,0.4412654846654332,0.42503063830762006,0.41052270559360365,0.409480067306573,0.40059322732141384,0.39901134289171947,0.39850983069909424,0.3977039322888243,0.38822451492216803,0.3701576395226081,0.3794244736600165,0.3917657462906554,0.3853143582548273,0.3919783135750148,0.40253920836445106,0.39476296489046947,0.3855203874219021,0.38389021368988524,0.38408927947638394,0.39324779426090345,0.39251296991425494
Gabon,0.1937475248677988,0.20491449594622216,0.2735757682486572,0.14264669776577463,0.18973865388581698,0.15459728684710664,0.13179633929053508,0.11923847695390781,0.10464809770670416,0.11014845900455755,0.11966392784333107,0.13621186740054472,0.14481645824929407,0.14968775626064468,0.18012188226424578,0.14857612532031136,0.16771460718776887,0.1696453990446968,0.1620567428478206,0.16055754860116558,0.1501736356193004,0.14881933003844042,0.14697020421827922,0.1497509506721654,0.15234945163838934,0.14891978280124774,0.143518802151618,0.11922024075410324,0.10613806630011896,0.10469558591641709,0.09903600560270248,0.09841445654626382,0.09425019581065612,0.09288457149661146,0.08415014745602566,0.08118167015585019,0.07805461064631791,0.08077036454750909,0.08131222021781252,0.08424488860889984,0.08818442671278645,0.0883858096972851,0.08680461234392124,0.08696983474525159,0.08578625140188634,0.0856040153265236,0.1289281358035497
Gambia,0.006080089454189671,0.006631390093793292,0.006581843796777318,0.0033194205745150996,0.003476757776053585,0.003286116858434835,0.003898277630797473,0.0033366733466933867,0.0031455935330814517,0.0031767519516267316,0.003562529601943947,0.004694996182466696,0.00485218694173918,0.00495805210370277,0.006172645599045046,0.005834098857354671,0.005741610960354755,0.005440799671021415,0.0050721521052397404,0.004764403102533925,0.004969084389734323,0.00485996705107084,0.005035152326749247,0.005034545551925446,0.004901107436024479,0.003838204901092412,0.0038474262678739905,0.003745318352059925,0.003569017073406,0.0035664017440445324,0.003151520145011123,0.003425430229934568,0.0033438435121402607,0.003036286601641182,0.002777327085142732,0.002594521087193802,0.0027397260273972603,0.0030952146998133043,0.0031593314816405617,0.0027489834488288187,0.002928344011634763,0.002920172319079423,0.0026883483050291783,0.0028671374091841185,0.002886506958871872,0.0029780956887194188,0.004015943570578448
Georgia,0.053276492650313326,0.05502691163445598,0.057849784274016026,0.027547262460103118,0.029061373613962032,0.02951887878816249,0.03633713082446952,0.036072144288577156,0.03294965293032247,0.03533234059834845,0.04099997940734334,0.047326017344136384,0.05019305019305019,0.05733930486343279,0.06483633850599987,0.06638301987139196,0.07124892448209677,0.06272735899788062,0.049638868702448574,0.03662634885072955,0.019029334537959852,0.012355848434925865,0.011168396384332107,0.011970435434631246,0.013752561029500381,0.014133323063888781,0.01425018073101099,0.013847369686973851,0.013322186853584559,0.013895209168933149,0.014480514130345226,0.016573339076569646,0.017331753459321593,0.019259582659429852,0.020682019908949485,0.022312881349866694,0.023811712788452698,0.024761717598506434,0.026047781309356775,0.028501613118759903,0.03177941118666719,0.03268087238943341,0.033787011624530475,0.034730405574680115,0.035502197054659776,0.03782459851373542,0.03256703131196187
Germany,0.485172502154821,0.4935616469466082,0.48269789557101345,0.21433832555855634,0.22607764759033186,0.22294102777751773,0.26461854111549055,0.2565130260521042,0.22766013531324136,0.23469157528992374,0.26690142295257513,0.30144838353104736,0.31423961274707546,0.35280388569986754,0.44870264497078594,0.466550629341327,0.4953339069428817,0.48755258912472715,0.476470849956249,0.4753484678757285,0.4790931420988735,0.45908841295991215,0.45764981586876463,0.46441004766750577,0.46703804384214687,0.454435758205928,0.442490779655202,0.42159456642499626,0.405163821099,0.40630522895875887,0.39441377605668615,0.38978114167333294,0.3864599441688591,0.38480467548446634,0.3844068831900131,0.371946964410328,0.3876988140112163,0.3917657462906554,0.396768127976787,0.4187045415497394,0.43300184741165837,0.42560306859031816,0.4192418295755782,0.41914950868956047,0.4199407990292512,0.4312857765778805,0.3936058212604195
Ghana,0.0206629859994875,0.020280244362182908,0.020427929911068062,0.007561993616498895,0.007002622300356515,0.006665855279788041,0.008260893040332595,0.00719438877755511,0.00624725419558914,0.005866161274310726,0.006002759415992257,0.006324570100167516,0.006926756180487523,0.0077461679177442755,0.009942200163347365,0.010121033376847331,0.010540075451717519,0.010201499383165153,0.009654886024886173,0.009443727578236888,0.009740534741240578,0.00973366282262493,0.010030130565785068,0.010310106582400514,0.0104583740643036,0.009255336901965314,0.009226471272958964,0.008784890446574808,0.008274117659667964,0.008212248526345866,0.008198072011205405,0.008573831353967961,0.008495170003815798,0.008642502058919836,0.008656479952661366,0.008266680981265769,0.009101774386319757,0.010022599980347843,0.010298847941662134,0.011702269820361568,0.01301049487048465,0.013405807577027978,0.01327313431437751,0.01348204095645477,0.013715504403302017,0.014816257990295676,0.010103507533393457
Greece,0.3617070841195518,0.3800104467104217,0.34401690587302985,0.1613061625337589,0.1700959545860792,0.16489565876812748,0.2009070784514875,0.1903807615230461,0.16615411650997275,0.1670050990478769,0.18761969481682833,0.20344603603295613,0.20935861234368697,0.23421434428814736,0.29163787145818937,0.29249464133185066,0.3116685419286518,0.3072470186315756,0.2851528319515921,0.27683167193681496,0.27581241706428755,0.2627677100494234,0.2607967860729829,0.26490279042365167,0.27152938655811026,0.2695857562804072,0.2660483011284967,0.25551775876484667,0.2476126169576541,0.2528547088144095,0.2553761226003131,0.2677373700079995,0.2749984937641837,0.27268036633889325,0.27655878675663553,0.267271458478716,0.2727774202445527,0.2777832367102289,0.2545504872624536,0.23162094572666705,0.22172870563264022,0.21261360241323812,0.20941952284159351,0.20759373869150902,0.20667022117629755,0.21140768367242804,0.2490079766799188
Grenada,,,,,,0.025867637834346008,0.031801738567032015,0.031462925851703405,0.027326245496880765,0.02802220116420739,0.03255699017730277,0.03661413285015897,0.03751512706736587,0.04295716899009651,0.05729722937739524,0.06461022740092508,0.0690978886756238,0.06937019580552305,0.06817743633855874,0.06597847510741177,0.06476749767074169,0.06109280615046678,0.06032808838299297,0.06124471104922072,0.06356709562515901,0.06291318468312346,0.06742798328697634,0.0673355553264841,0.06605361028048401,0.06363434328468776,0.06391612424816677,0.06980083276926548,0.06753961400196815,0.07561941238924004,0.06945226528722907,0.06901426091935513,0.07125126413533144,0.07074776456716124,0.06814038503755881,0.0683046026382605,0.06921897724146063,0.06920712020894171,0.0720046460653634,0.07592810815324803,0.07778860473240058,0.0811507881284385,0.06014890895044531
Guatemala,0.04279357979826216,0.043444689210364956,0.0437615567491415,0.01939602258777314,0.02032037242557872,0.020343965622162095,0.024026780411424867,0.022745490981963927,0.02029698620507864,0.020441315825098144,0.021951771998105475,0.023395211559718757,0.023223650089321732,0.024664101431905634,0.02996795878620343,0.030927170462054183,0.03203388708716659,0.03093663998987758,0.029320598573271836,0.028260283879018192,0.02919337078968915,0.028830313014827018,0.02912621359223301,0.030046596325852926,0.030089585816248644,0.028510545435873738,0.028096014115398284,0.026675371382102648,0.02521891043160456,0.024795487496428306,0.02457361786273379,0.024572846799171332,0.02405960677203623,0.02402238517180818,0.023831566087977322,0.02329701003811262,0.02408752413349269,0.02535128230323278,0.024806956256144472,0.02525628543611477,0.02617821626508392,0.02612735035321556,0.02591867512200605,0.026379519916862295,0.026493353679836736,0.026969857218402962,0.026842619467173506
Guinea-Bissau,0.007128380739394787,0.0069947539345490885,0.006978075195914414,0.0033881659710287256,0.0035455072236026675,0.002949079231928698,0.004006263160736461,0.00375751503006012,0.0025305333450487653,0.003248950859618248,0.003994975391775293,0.004398710015612002,0.004978966172996023,0.00555099981076137,0.0066752528742853555,0.006591564731099615,0.006750943146468992,0.006627020529528991,0.006540406662019666,0.006423436325737703,0.006493689827493718,0.006315211422295442,0.006695681285570807,0.007002838626747362,0.007726609263896515,0.006842017432382126,0.004055726416134685,0.003699504060291608,0.003590452611384414,0.003449991004624681,0.0032339128285408256,0.003240826205566837,0.0029923884883417346,0.0030065190859388177,0.0028632237991162183,0.0026929339560183944,0.0027673071619012594,0.003006779994104353,0.003016159360116065,0.003264417845484222,0.0031052238512637082,0.003045460240360058,0.002838221381267739,0.0031362215026026928,0.003373719916898016,0.0036368022117695084,0.0045250291333104094
Guyana,0.039765182752114055,0.03890264120091749,0.040239499867922864,0.01939602258777314,0.019436450957090522,0.017722561860447697,0.019707359213865343,0.01773547094188377,0.015815833406554784,0.01647037588556473,0.016185828133687526,0.017013663350540723,0.01642367314009105,0.01860846527471141,0.023214173525161776,0.023997163532047252,0.02359520815408035,0.02128871034068263,0.019383926320316786,0.0197524211959219,0.02142917643072927,0.022652388797364087,0.024439236692333444,0.025761876707192974,0.02781311514924274,0.027483600980731954,0.025890483133814465,0.02507187117021155,0.023075356633763117,0.023313896267448384,0.023028755046551865,0.02272680655549402,0.022854618119012713,0.02213710917732509,0.022495394981723087,0.022670746327410667,0.023811712788452698,0.026530411712685466,0.026811365957487426,0.028215260676173567,0.030501945678235918,0.03133161785256503,0.03144524480830297,0.03203956464049437,0.03274438785828538,0.03392802471541095,0.024453447836952583
Honduras,0.027651594567521608,0.028455930779188336,0.02615127234304834,0.011539405843358703,0.012463292705683615,0.012760619025774016,0.01571189460612278,0.014829659318637275,0.012740532466391353,0.012950679120978295,0.014229525751117151,0.015418276298246214,0.0158474039071054,0.017599192581845707,0.021486461016523215,0.02238553401344099,0.023264279568469125,0.022395849808623036,0.020273777566850074,0.01946882577315202,0.020158671899263108,0.020318506315211423,0.019484432541011048,0.019736489743452414,0.01991242283433989,0.018497836998241358,0.01792606570031735,0.01579447708712733,0.015251385271641856,0.014953488618204523,0.01478948669358161,0.015137529998153959,0.01532343903761573,0.015687480775146107,0.015719098657148038,0.015423980532145222,0.016180932242346235,0.016409550948216566,0.016216628964674667,0.016570261344329266,0.017432490861208287,0.017260820539509066,0.017019961220341523,0.017379120930103086,0.017668364251438657,0.0185272806553666,0.017660961124395917
India,0.0041931651408204625,0.004292235368927849,0.0039623139913709604,0.001964154186103609,0.0018856991327748259,0.0019098798835347757,0.0022568975757248527,0.001743486973947896,0.0017573148229505316,0.001886196471278372,0.002368155515743086,0.0032021697263911204,0.003446090013254192,0.0039361635021762445,0.005120311616510649,0.005076632983609728,0.0055596002382685816,0.0054566159491348494,0.005383600041526391,0.005019638983026814,0.0054631694853044975,0.005546403075233388,0.00622698359558085,0.006775212897006052,0.007150796095183256,0.006058972285336517,0.006273510347616189,0.006368186555796081,0.006055539478902072,0.0061168552167885455,0.006158853093845266,0.0067277911102906485,0.006918643182776695,0.007461723936059377,0.007797512812926501,0.008087748492493782,0.008550151696239771,0.009924339196226786,0.010680640265727457,0.011320466563579787,0.012126095672339923,0.012634804984531761,0.01317946364172841,0.014224341903816355,0.015094409001489216,0.016207891489697274,0.006511974525947657
Indonesia,0.015514711021035712,0.016260531873821905,0.016619705908250418,0.007601276700220968,0.00793565051709406,0.008079540879855449,0.009664704929539442,0.009519038076152305,0.009138037079342765,0.009972474166328234,0.011552480385494533,0.01336706437386756,0.014349103901342707,0.015832965369330727,0.020544072375447635,0.021418556302277233,0.022767886690052287,0.022870338152026066,0.022795022765361057,0.02287197084639054,0.024252519833987407,0.02484898407468424,0.026180113826581856,0.0281720314926892,0.029955675777013004,0.02863891349276646,0.023194834156323136,0.02152126355816697,0.0208246251460296,0.020985681479051357,0.021174919667133557,0.021906344224970772,0.02215170807141566,0.022831684543713596,0.022877158154938584,0.022581280083024676,0.024363335478532682,0.026923454849169696,0.027479502524601743,0.028883416375541683,0.03128807829880901,0.03200624512099922,0.03228828086214487,0.033431378916797344,0.034491000349322495,0.036340189447707054,0.0214840815678119
Iran,0.19887250448435717,0.20514159834669451,0.20577617328519857,0.0869629265897373,0.09938223710702325,0.08756424779755273,0.08363479293774634,0.06673346693386774,0.040418240927862226,0.03767880510807274,0.05304668355264513,0.061684500814786956,0.05445744251714401,0.058474736642906706,0.06263743167682352,0.06187045721929443,0.05751538817923092,0.05640084775250688,0.05898230679104809,0.062291734611403374,0.06307349162878681,0.06123009335529929,0.05845329762303314,0.05910235123989074,0.06102280487968183,0.056751517952272755,0.05456238589440408,0.05038426737220676,0.049119535277536625,0.048077635380398547,0.04970338633929307,0.053391586158800484,0.05378266021328299,0.05418680108353757,0.05418173835860924,0.05443126308443824,0.05543808035303852,0.059152992040876484,0.060122746232187003,0.060954889945211234,0.05713218820014936,0.055136322895885735,0.05542493700647264,0.05365907973240051,0.05986284495596698,0.06250289923645709,0.06870365912426131
