1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,mean
Canada,0.9383561643835617,0.8977900552486188,0.8944444444444445,0.9296577946768061,0.9301886792452829,0.930841121495327,0.9316081330868761,0.9340659340659342,0.9039548022598869,0.9088319088319088,0.9171428571428574,0.9287598944591028,0.9336734693877553,0.9306666666666668,0.9316939890710383,0.9277456647398844,0.9311377245508983,0.9331306990881458,0.9361702127659576,0.9402515723270438,0.9433962264150945,0.9473684210526315,0.9688427299703265,0.9355742296918769,0.9346590909090909,0.9305555555555556,0.9291553133514988,0.9327956989247312,0.9310344827586209,0.9317585301837272,0.9291338582677164,0.9335038363171353,0.9420654911838792,0.9427860696517414,0.9468354430379748,0.9462915601023015,0.9505208333333331,0.9571045576407504,0.9704142011834319,0.9604519774011298,0.9546742209631726,0.9519774011299434,0.9488636363636365,0.9385964912280703,0.9374999999999998,0.9397590361445783,0.9395770392749244,0.9358576110632951
Cape Verde,0.6969178082191783,0.5303867403314916,0.5499999999999999,0.6996197718631177,0.7113207547169812,0.7271028037383177,0.7393715341959335,0.7490842490842493,0.6186440677966102,0.6153846153846153,0.6142857142857143,0.6437994722955145,0.645408163265306,0.6426666666666668,0.6420765027322403,0.6300578034682082,0.6287425149700602,0.6322188449848022,0.6443768996960485,0.6320754716981131,0.6352201257861637,0.6921052631578947,0.8264094955489613,0.6330532212885155,0.6619318181818183,0.6638888888888891,0.6675749318801089,0.6720430107526881,0.6816976127320955,0.6850393700787402,0.6850393700787402,0.6982097186700765,0.7103274559193954,0.716417910447761,0.7189873417721521,0.7109974424552431,0.7213541666666666,0.7184986595174263,0.7968441814595661,0.711864406779661,0.7053824362606231,0.7062146892655367,0.7073863636363636,0.6959064327485383,0.6964285714285714,0.6927710843373494,0.6948640483383683,0.6787233705844911
Central African Republic,0.5154109589041096,0.21270718232044186,0.19999999999999987,0.44866920152091244,0.45094339622641516,0.45420560747663546,0.4584103512014788,0.4633699633699634,0.17796610169491534,0.17663817663817655,0.18285714285714302,0.24274406332453835,0.26020408163265313,0.224,0.19672131147540972,0.14161849710982657,0.09281437125748508,0.06382978723404259,0.04863221884498485,0.009433962264150855,0.0,0.14210526315789487,0.5074183976261126,0.04481792717086839,0.0056818181818182635,0.0027777777777778173,0.00817438692098085,0.010752688172043163,0.01061007957559678,0.013123359580052493,0.007874015748031423,0.033248081841432325,0.05541561712846337,0.06716417910447768,0.05822784810126575,0.053708439897698246,0.05208333333333333,0.042895442359249365,0.3037475345167653,0.014124293785310733,0.019830028328611977,0.0,0.0,0.0029239766081871764,0.0,0.003012048192771127,0.015105740181268881,0.13821273729028288
Chad,0.5428082191780823,0.2762430939226519,0.2694444444444443,0.5019011406844106,0.4924528301886792,0.4953271028037383,0.5009242144177449,0.5,0.22316384180790974,0.20512820512820504,0.2028571428571429,0.26912928759894467,0.29846938775510207,0.288,0.26502732240437143,0.1878612716763006,0.22754491017964076,0.21580547112462006,0.20364741641337375,0.18238993710691817,0.17924528301886802,0.3105263157894738,0.6053412462908011,0.24929971988795518,0.21590909090909097,0.21388888888888896,0.21253405994550403,0.217741935483871,0.2148541114058356,0.22309711286089237,0.2204724409448819,0.2429667519181585,0.26448362720403024,0.2885572139303483,0.28101265822784816,0.28900255754475696,0.2838541666666668,0.2815013404825737,0.4812623274161736,0.2683615819209039,0.2719546742209632,0.288135593220339,0.2926136363636365,0.280701754385965,0.2827380952380952,0.28313253012048206,0.28398791540785495,0.2952191887103647
Chile,0.7842465753424658,0.6574585635359115,0.6972222222222221,0.8060836501901141,0.8075471698113207,0.8168224299065421,0.8243992606284658,0.8315018315018317,0.7598870056497176,0.7806267806267805,0.7914285714285715,0.8047493403693934,0.8112244897959182,0.8160000000000002,0.8306010928961748,0.8323699421965318,0.8233532934131739,0.8145896656534952,0.817629179331307,0.8364779874213836,0.8522012578616356,0.8789473684210528,0.9302670623145399,0.862745098039216,0.8607954545454548,0.8666666666666667,0.8692098092643052,0.8763440860215055,0.8779840848806367,0.8792650918635172,0.8792650918635172,0.8849104859335039,0.8942065491183878,0.8980099502487564,0.9037974683544304,0.9028132992327367,0.9088541666666666,0.9061662198391421,0.9270216962524654,0.9039548022598869,0.8980169971671386,0.8983050847457625,0.8977272727272729,0.891812865497076,0.8898809523809523,0.8945783132530121,0.8942598187311178,0.8504728950228014
China,0.7517123287671235,0.6049723756906077,0.6055555555555555,0.7319391634980987,0.7188679245283017,0.7308411214953271,0.7338262476894641,0.7326007326007327,0.5903954802259888,0.5868945868945868,0.6028571428571431,0.6437994722955145,0.6607142857142858,0.6533333333333333,0.6475409836065572,0.6329479768786126,0.6227544910179642,0.6139817629179332,0.6200607902735562,0.6163522012578615,0.6194968553459121,0.6815789473684212,0.8219584569732937,0.6666666666666669,0.6619318181818183,0.6666666666666666,0.6730245231607629,0.6827956989247312,0.6870026525198939,0.6929133858267716,0.6955380577427822,0.7161125319693094,0.7380352644836274,0.7487562189054728,0.759493670886076,0.7647058823529411,0.7682291666666665,0.7747989276139409,0.8382642998027613,0.7796610169491522,0.7790368271954675,0.7824858757062146,0.7812500000000003,0.7807017543859649,0.7827380952380949,0.7831325301204819,0.7794561933534744,0.7023059562150196
Colombia,0.8082191780821919,0.6795580110497236,0.6777777777777776,0.7908745247148289,0.7962264150943397,0.8112149532710281,0.8114602587800369,0.8113553113553114,0.7259887005649717,0.7321937321937324,0.7485714285714287,0.7730870712401057,0.7857142857142856,0.7040000000000001,0.7650273224043713,0.7485549132947976,0.7455089820359281,0.7446808510638296,0.7537993920972647,0.7358490566037734,0.7327044025157232,0.7789473684210528,0.8753709198813054,0.7675070028011205,0.7613636363636366,0.7694444444444445,0.7738419618528611,0.771505376344086,0.7745358090185677,0.7742782152230973,0.7716535433070865,0.7928388746803068,0.8060453400503778,0.8134328358208955,0.8151898734177216,0.8235294117647057,0.8255208333333333,0.8257372654155496,0.8737672583826431,0.8333333333333331,0.8328611898016995,0.8389830508474576,0.8380681818181821,0.8304093567251463,0.8303571428571428,0.8313253012048195,0.8308157099697883,0.786021910755443
Comoros,0.5770547945205481,0.3176795580110497,0.31666666666666665,0.5342205323193915,0.5377358490566039,0.5420560747663551,0.5471349353049908,0.5512820512820513,0.3163841807909605,0.31908831908831903,0.32857142857142857,0.38786279683377317,0.41836734693877564,0.4000000000000001,0.3934426229508196,0.36705202312138724,0.3592814371257485,0.3525835866261398,0.364741641337386,0.35220125786163514,0.35849056603773605,0.4657894736842106,0.6988130563798219,0.43137254901960786,0.39488636363636365,0.4222222222222223,0.4250681198910083,0.45698924731182794,0.46153846153846156,0.48556430446194226,0.4855643044619423,0.5166240409207161,0.5390428211586902,0.5472636815920398,0.5443037974683544,0.5396419437340154,0.5468749999999999,0.5227882037533513,0.6666666666666669,0.5112994350282484,0.5184135977337111,0.5225988700564971,0.528409090909091,0.5175438596491228,0.5148809523809522,0.5120481927710843,0.5105740181268882,0.46656765837805547
"Congo, Dem. Rep.",0.5582191780821918,0.28729281767955794,0.28611111111111104,0.5095057034220531,0.5113207547169811,0.514018691588785,0.5175600739371535,0.521978021978022,0.26271186440677974,0.25925925925925913,0.26571428571428585,0.32981530343007914,0.3596938775510204,0.3360000000000001,0.31967213114754084,0.27456647398843936,0.24850299401197617,0.23100303951367782,0.2188449848024315,0.1855345911949685,0.1823899371069184,0.30789473684210533,0.602373887240356,0.23809523809523814,0.1619318181818183,0.20833333333333334,0.21798365122615806,0.23655913978494633,0.24668435013262593,0.25459317585301844,0.25196850393700776,0.27365728900255754,0.30982367758186397,0.32587064676616917,0.3265822784810126,0.319693094629156,0.31770833333333337,0.30831099195710454,0.5009861932938856,0.29661016949152536,0.3002832861189802,0.3192090395480225,0.33238636363636376,0.33040935672514615,0.33630952380952384,0.3373493975903615,0.3413897280966766,0.32303643190067066
"Congo, Rep.",0.5376712328767125,0.2569060773480662,0.25833333333333325,0.4980988593155893,0.5037735849056604,0.5102803738317756,0.5157116451016637,0.521978021978022,0.2740112994350283,0.2792022792022792,0.29142857142857154,0.3562005277044855,0.3826530612244898,0.35733333333333334,0.3387978142076502,0.29190751445086693,0.2604790419161678,0.24012158054711238,0.22796352583586627,0.20440251572327045,0.20125786163522033,0.3052631578947369,0.6008902077151335,0.22689075630252106,0.19602272727272727,0.047222222222222304,0.1525885558583107,0.20698924731182802,0.23076923076923067,0.25721784776902895,0.2677165354330708,0.29923273657289,0.3324937027707808,0.355721393034826,0.3670886075949367,0.3682864450127877,0.3750000000000001,0.38069705093833783,0.5581854043392505,0.38418079096045193,0.38526912181303113,0.39548022598870053,0.39772727272727276,0.3801169590643275,0.37797619047619047,0.3795180722891566,0.3867069486404833,0.3388034780022851
Costa Rica,0.8869863013698631,0.825966850828729,0.8333333333333334,0.8935361216730037,0.9,0.9084112149532709,0.9131238447319777,0.9175824175824175,0.8841807909604518,0.8917378917378918,0.9,0.9129287598944592,0.9183673469387754,0.914666666666667,0.9153005464480872,0.9132947976878613,0.9101796407185628,0.9118541033434648,0.9118541033434648,0.9088050314465407,0.9088050314465411,0.9210526315789473,0.954005934718101,0.9075630252100841,0.9005681818181818,0.8972222222222221,0.896457765667575,0.9005376344086021,0.8992042440318303,0.9028871391076114,0.9002624671916011,0.9079283887468028,0.9193954659949621,0.9203980099502487,0.9265822784810125,0.9309462915601022,0.9348958333333334,0.9356568364611259,0.9526627218934913,0.9322033898305083,0.9263456090651556,0.923728813559322,0.9204545454545455,0.9152046783625734,0.913690476190476,0.9156626506024097,0.9154078549848943,0.9096136145857676
Cote d'Ivoire,0.5804794520547947,0.32872928176795574,0.3305555555555555,0.5475285171102661,0.5547169811320755,0.5626168224299065,0.5730129390018486,0.5787545787545788,0.36158192090395486,0.3618233618233618,0.36000000000000004,0.40897097625329815,0.42346938775510207,0.39733333333333337,0.37704918032786877,0.32947976878612717,0.29341317365269476,0.27051671732522786,0.2553191489361702,0.22327044025157217,0.20754716981132082,0.3157894736842105,0.6053412462908011,0.2324929971988795,0.2102272727272727,0.2166666666666666,0.2234332425068119,0.22580645161290336,0.2254641909814324,0.230971128608924,0.2283464566929133,0.25063938618925835,0.26952141057934503,0.2835820895522389,0.28101265822784816,0.2813299232736573,0.2838541666666668,0.27882037533512055,0.4773175542406311,0.26553672316384175,0.26912181303116145,0.2853107344632768,0.2897727272727274,0.280701754385965,0.2886904761904762,0.2951807228915664,0.30513595166163143,0.33460077236304764
Croatia,0.8613013698630138,0.7762430939226517,0.7722222222222221,0.8460076045627375,0.8452830188679245,0.8467289719626168,0.8465804066543439,0.8461538461538463,0.7655367231638419,0.7663817663817662,0.7714285714285715,0.7915567282321901,0.7959183673469388,0.7840000000000001,0.7814207650273224,0.7716763005780349,0.7694610778443113,0.7720364741641338,0.778115501519757,0.7201257861635219,0.738993710691824,0.8026315789473685,0.8916913946587537,0.7759103641456583,0.7840909090909092,0.7833333333333334,0.7847411444141691,0.7876344086021504,0.7904509283819631,0.7952755905511811,0.7926509186351708,0.8030690537084398,0.8136020151133503,0.8159203980099501,0.8177215189873417,0.8184143222506391,0.8203124999999999,0.8230563002680963,0.8717948717948718,0.8220338983050844,0.8186968838526911,0.8220338983050844,0.8210227272727273,0.8099415204678362,0.8035714285714284,0.8042168674698795,0.8036253776435045,0.8026514140326204
Cuba,0.9349315068493151,0.8922651933701656,0.8916666666666665,0.9258555133079847,0.9226415094339621,0.9214953271028037,0.9186691312384475,0.9175824175824175,0.8728813559322034,0.8717948717948718,0.8742857142857146,0.8865435356200528,0.8852040816326531,0.8773333333333334,0.8743169398907101,0.8641618497109825,0.8622754491017965,0.8601823708206685,0.8571428571428571,0.8553459119496857,0.8553459119496857,0.8736842105263158,0.9258160237388723,0.8571428571428573,0.8551136363636365,0.8527777777777779,0.8555858310626704,0.8602150537634408,0.8620689655172413,0.8661417322834647,0.863517060367454,0.8695652173913042,0.8790931989924434,0.8781094527363182,0.881012658227848,0.8797953964194373,0.8802083333333331,0.8820375335120642,0.9132149901380672,0.8757062146892653,0.8696883852691216,0.867231638418079,0.8636363636363636,0.8567251461988307,0.8541666666666665,0.855421686746988,0.8519637462235647,0.877692792039583
Cyprus,0.8989726027397261,0.8342541436464088,0.2833333333333332,0.8821292775665399,0.8792452830188678,0.891588785046729,0.8946395563770794,0.8974358974358976,0.8333333333333331,0.8433048433048432,0.8485714285714286,0.8680738786279684,0.8698979591836736,0.8640000000000001,0.8688524590163935,0.8497109826589594,0.8532934131736529,0.8541033434650452,0.8601823708206688,0.8584905660377359,0.8647798742138365,0.886842105263158,0.9317507418397626,0.8711484593837536,0.8721590909090909,0.8666666666666667,0.8664850136239785,0.868279569892473,0.8673740053050397,0.8766404199475065,0.8740157480314961,0.8797953964194373,0.8891687657430732,0.8880597014925373,0.9037974683544304,0.9053708439897697,0.9114583333333331,0.9168900804289543,0.9428007889546353,0.923728813559322,0.9263456090651556,0.9209039548022596,0.9119318181818183,0.9035087719298246,0.8988095238095236,0.897590361445783,0.8972809667673715,0.8701488585257933
Czech Republic,0.8869863013698631,0.8121546961325964,0.8083333333333331,0.8688212927756653,0.8660377358490564,0.8635514018691589,0.8613678373382625,0.8553113553113555,0.7711864406779659,0.7692307692307694,0.7685714285714287,0.7889182058047494,0.7933673469387756,0.7866666666666666,0.7841530054644807,0.7745664739884394,0.7724550898203595,0.7689969604863219,0.7659574468085105,0.7641509433962264,0.7735849056603777,0.8131578947368423,0.8961424332344212,0.803921568627451,0.8068181818181819,0.8083333333333331,0.8119891008174389,0.8172043010752689,0.8196286472148542,0.8215223097112861,0.8188976377952758,0.8260869565217389,0.8387909319899246,0.8432835820895523,0.8481012658227848,0.8491048593350382,0.8541666666666665,0.8525469168900804,0.8954635108481263,0.8559322033898303,0.8526912181303116,0.8559322033898303,0.8579545454545454,0.8567251461988307,0.8571428571428569,0.855421686746988,0.8549848942598188,0.8250279678879923
Denmark,0.9486301369863014,0.9143646408839776,0.911111111111111,0.9372623574144484,0.9339622641509434,0.9327102803738319,0.9279112754158967,0.9230769230769232,0.8785310734463277,0.8774928774928775,0.8799999999999999,0.8891820580474933,0.8903061224489797,0.8826666666666668,0.8797814207650272,0.8757225433526012,0.8712574850299402,0.8693009118541031,0.8693009118541034,0.8679245283018867,0.8679245283018872,0.8842105263157897,0.933234421364985,0.8683473389355741,0.866477272727273,0.8666666666666667,0.8692098092643052,0.868279569892473,0.8700265251989392,0.8713910761154854,0.868766404199475,0.8746803069053707,0.8866498740554156,0.8905472636815919,0.8936708860759492,0.8951406649616366,0.9010416666666667,0.9061662198391421,0.9349112426035503,0.9124293785310732,0.9121813031161471,0.9152542372881356,0.9176136363636366,0.909356725146199,0.907738095238095,0.9096385542168675,0.9063444108761327,0.8950722168770616
Djibouti,0.7208904109589042,0.5497237569060772,0.5416666666666666,0.6844106463878326,0.6867924528301887,0.685981308411215,0.6839186691312386,0.6721611721611723,0.5028248587570622,0.49002849002848997,0.4914285714285715,0.5303430079155673,0.5408163265306123,0.5200000000000001,0.5081967213114754,0.47976878612716756,0.46407185628742514,0.45288753799392084,0.44680851063829774,0.42452830188679247,0.41509433962264164,0.5105263157894738,0.7151335311572699,0.47058823529411764,0.4545454545454546,0.4527777777777777,0.45776566757493187,0.45698924731182794,0.4588859416445623,0.46194225721784776,0.4566929133858268,0.4705882352941177,0.48110831234256934,0.49004975124378114,0.4784810126582278,0.4833759590792838,0.48437499999999994,0.4798927613941018,0.6232741617357003,0.4717514124293785,0.47308781869688366,0.4830508474576269,0.4886363636363636,0.482456140350877,0.48809523809523814,0.4849397590361448,0.483383685800604,0.5156326849559852
Dominica,0.8613013698630138,0.7872928176795579,0.7944444444444443,0.865019011406844,0.8716981132075472,0.8766355140186917,0.8872458410351203,0.8644688644688646,0.8418079096045196,0.8490028490028491,0.8514285714285713,0.8654353562005278,0.8596938775510204,0.8426666666666669,0.8306010928961748,0.8121387283236994,0.7964071856287426,0.7841945288753798,0.7750759878419451,0.7578616352201257,0.7515723270440254,0.7842105263157894,0.8753709198813054,0.7591036414565827,0.7471590909090912,0.7472222222222223,0.7520435967302453,0.7553763440860217,0.763925729442971,0.7664041994750654,0.758530183727034,0.7621483375959077,0.7732997481108312,0.7736318407960201,0.7696202531645571,0.762148337595908,0.7604166666666666,0.7506702412868633,0.8067061143984221,0.7203389830508473,0.708215297450425,0.6977401129943502,0.6903409090909093,0.6461988304093569,0.675595238095238,,,0.7873868901635769
Dominican Republic,0.815068493150685,0.7071823204419887,0.7111111111111109,0.8041825095057032,0.8075471698113207,0.8112149532710281,0.8170055452865066,0.805860805860806,0.7316384180790961,0.7350427350427351,0.7400000000000002,0.7651715039577839,0.7704081632653061,0.7573333333333334,0.7486338797814207,0.7312138728323699,0.7275449101796408,0.7325227963525833,0.7355623100303951,0.7358490566037734,0.7421383647798745,0.7842105263157894,0.8783382789317506,0.7703081232492996,0.7613636363636366,0.7638888888888888,0.7656675749318802,0.771505376344086,0.7718832891246685,0.7742782152230973,0.7690288713910761,0.7723785166240408,0.7732997481108312,0.7761194029850746,0.7746835443037974,0.7749360613810743,0.7786458333333334,0.7774798927613942,0.8382642998027613,0.7683615819209039,0.764872521246459,0.7655367231638415,0.7642045454545455,0.7573099415204679,0.7559523809523809,0.7560240963855424,0.7552870090634438,0.7680013006904581
Ecuador,0.7808219178082192,0.6519337016574583,0.6555555555555554,0.7699619771863117,0.7754716981132075,0.7813084112149532,0.7874306839186691,0.7912087912087914,0.6920903954802259,0.7008547008547008,0.7114285714285716,0.741424802110818,0.7576530612244898,0.7546666666666669,0.7540983606557378,0.7023121387283238,0.7485029940119763,0.7507598784194528,0.7537993920972647,0.751572327044025,0.7610062893081763,0.7973684210526315,0.890207715133531,0.7899159663865546,0.7869318181818181,0.7916666666666666,0.79291553133515,0.7983870967741936,0.8010610079575596,0.805774278215223,0.8031496062992126,0.8132992327365727,0.8236775818639799,0.8283582089552237,0.8303797468354429,0.8286445012787723,0.8333333333333333,0.8337801608579087,0.8796844181459567,0.8333333333333331,0.830028328611898,0.8333333333333331,0.8352272727272728,0.8274853801169593,0.8214285714285715,0.8222891566265058,0.821752265861027,0.7856867074200474
Egypt,0.5907534246575343,0.3397790055248618,0.35555555555555546,0.5703422053231938,0.5811320754716981,0.5925233644859813,0.6081330868761554,0.6245421245421247,0.4378531073446327,0.4415954415954417,0.45714285714285713,0.5145118733509235,0.5459183673469389,0.5200000000000001,0.5273224043715846,0.5086705202312138,0.5419161676646708,0.5531914893617021,0.5683890577507598,0.559748427672956,0.5786163522012581,0.655263157894737,0.8071216617210681,0.6470588235294119,0.6448863636363636,0.6500000000000001,0.6648501362397821,0.6747311827956991,0.6843501326259949,0.6771653543307088,0.6719160104986877,0.680306905370844,0.6926952141057934,0.6965174129353233,0.691139240506329,0.6879795396419437,0.6822916666666666,0.6702412868632709,0.757396449704142,0.6610169491525424,0.6543909348441926,0.6638418079096045,0.6647727272727273,0.6520467836257312,0.6517857142857143,0.6506024096385544,0.6495468277945617,0.6085436511077116
El Salvador,0.7140410958904111,0.5524861878453038,0.5583333333333331,0.7053231939163496,0.7132075471698113,0.7214953271028037,0.7301293900184843,0.7362637362637364,0.6073446327683615,0.42735042735042744,0.5314285714285715,0.532981530343008,0.5918367346938775,0.6133333333333333,0.6010928961748632,0.6184971098265895,0.6437125748502996,0.5896656534954408,0.6565349544072949,0.6540880503144654,0.6729559748427675,0.7289473684210527,0.8486646884272996,0.7198879551820728,0.7159090909090908,0.7249999999999999,0.7275204359673024,0.7419354838709679,0.7453580901856766,0.7349081364829398,0.7480314960629922,0.7544757033248081,0.7632241813602016,0.7661691542288556,0.7670886075949367,0.7647058823529411,0.7682291666666665,0.7613941018766754,0.8284023668639052,0.7570621468926552,0.7535410764872521,0.7514124293785308,0.75,0.7426900584795322,0.7440476190476188,0.7439759036144579,0.7462235649546827,0.6972533396596308
Equatorial Guinea,0.45547945205479456,0.1215469613259668,0.11944444444444437,0.403041825095057,0.41320754716981134,0.42616822429906537,0.43622920517560076,0.3717948717948718,0.14971751412429388,0.15099715099715094,0.15714285714285714,0.22427440633245382,0.2423469387755102,0.20799999999999996,0.18306010928961736,0.12427745664739878,0.08682634730538918,0.06382978723404259,0.04863221884498485,0.009433962264150855,0.006289308176100719,0.1605263157894737,0.5237388724035608,0.0924369747899159,0.08806818181818186,0.1583333333333334,0.20163487738419617,0.23655913978494633,0.273209549071618,0.31233595800524927,0.3359580052493438,0.3631713554987212,0.3879093198992443,0.39303482587064686,0.4050632911392405,0.4040920716112531,0.40364583333333326,0.3994638069705093,0.5680473372781065,0.3926553672316383,0.4079320113314447,0.4435028248587571,0.463068181818182,0.45614035087719307,0.45238095238095233,0.4518072289156626,0.45317220543806624,0.28999210128885816
Eritrea,0.47602739726027404,0.15745856353591148,0.1555555555555554,0.4239543726235741,0.4283018867924528,0.43364485981308415,0.4399260628465805,0.44505494505494503,0.1468926553672317,0.14814814814814806,0.15714285714285714,0.22955145118733516,0.25510204081632654,0.2213333333333333,0.21311475409836056,0.17919075144508662,0.16467065868263472,0.16109422492401204,0.17629179331306982,0.1666666666666666,0.1949685534591196,0.34736842105263166,0.6409495548961424,0.33613445378151263,0.3352272727272729,0.35555555555555546,0.37602179836512256,0.14247311827957,0.37135278514588865,0.4094488188976378,0.40944881889763773,0.4271099744245524,0.44584382871536515,0.45273631840796025,0.45063291139240497,0.4450127877237851,0.44010416666666674,0.4316353887399464,0.5838264299802762,0.40960451977401124,0.4079320113314447,0.4124293785310734,0.41477272727272735,0.40350877192982454,0.3988095238095239,0.4006024096385541,0.4078549848942596,0.3410742183595299
Estonia,0.8852739726027399,0.8204419889502762,0.8111111111111112,0.8574144486692016,0.8471698113207545,0.8429906542056074,0.8354898336414049,0.826007326007326,0.7344632768361581,0.7207977207977209,0.7342857142857143,0.7546174142480212,0.7576530612244898,0.7440000000000001,0.7704918032786884,0.7572254335260118,0.7485029940119763,0.7234042553191488,0.7112462006079027,0.6886792452830187,0.6761006289308177,0.6973684210526315,0.8071216617210681,0.6526610644257705,0.6960227272727275,0.6972222222222221,0.6866485013623977,0.7043010752688172,0.7082228116710875,0.700787401574803,0.7139107611548559,0.731457800511509,0.7506297229219145,0.7587064676616915,0.762025316455696,0.7570332480818415,0.7786458333333334,0.7935656836461126,0.8658777120315583,0.8135593220338981,0.8045325779036826,0.8220338983050844,0.8153409090909091,0.8070175438596493,0.8065476190476191,0.8042168674698795,0.8036253776435045,0.7656691370762203
Ethiopia,0.4417808219178083,0.07734806629834245,0.06388888888888881,0.35741444866920147,0.3547169811320755,0.35514018691588783,0.3585951940850278,0.3754578754578755,0.03672316384180802,0.03133903133903118,0.034285714285714364,0.0,0.040816326530612276,0.11466666666666661,0.10382513661202178,0.06647398843930628,0.04191616766467062,0.01823708206686934,0.0,0.015723270440251572,0.03459119496855351,0.19736842105263158,0.5489614243323442,0.14845938375350134,0.1448863636363637,0.16666666666666666,0.18801089918256128,0.18279569892473127,0.18567639257294433,0.24146981627296593,0.25459317585301827,0.2864450127877238,0.3198992443324936,0.34328358208955234,0.3569620253164557,0.37340153452685426,0.39322916666666663,0.4021447721179624,0.5759368836291913,0.4152542372881356,0.4305949008498584,0.44915254237288127,0.46022727272727265,0.45614035087719307,0.4553571428571427,0.45783132530120485,0.4622356495468279,0.25148774663310125
Fiji,0.7876712328767125,0.6436464088397789,0.6416666666666665,0.7509505703422052,0.7566037735849056,0.7588785046728971,0.7560073937153419,0.7527472527472527,0.6073446327683615,0.5982905982905984,0.6057142857142858,0.6464379947229554,0.6607142857142858,0.6399999999999999,0.6256830601092895,0.6040462427745663,0.5868263473053893,0.574468085106383,0.5714285714285716,0.5534591194968552,0.5471698113207549,0.6078947368421055,0.774480712166172,0.5602240896358542,0.5426136363636365,0.5333333333333334,0.5340599455040873,0.5322580645161289,0.5358090185676392,0.5406824146981627,0.5380577427821523,0.5473145780051151,0.5591939546599496,0.5621890547263684,0.5544303797468356,0.5447570332480819,0.5364583333333335,0.5254691689008043,0.6548323471400395,0.5084745762711863,0.4957507082152976,0.49435028248587565,0.48579545454545464,0.4649122807017544,0.45238095238095233,0.44578313253012036,0.444108761329305,0.5881993517197405
Finland,0.9006849315068494,0.8425414364640883,0.838888888888889,0.8916349809885932,0.8924528301886792,0.8953271028037384,0.9001848428835492,0.9029304029304029,0.8531073446327683,0.8603988603988606,0.8685714285714288,0.8839050131926124,0.8852040816326531,0.8773333333333334,0.8743169398907101,0.8670520231213874,0.8622754491017965,0.8601823708206685,0.8632218844984803,0.8679245283018867,0.8742138364779874,0.9,0.9451038575667654,0.8963585434173669,0.8920454545454546,0.8888888888888888,0.8882833787465941,0.8897849462365593,0.8912466843501328,0.8976377952755904,0.89501312335958,0.9002557544757032,0.9093198992443327,0.91044776119403,0.9139240506329113,0.9130434782608694,0.9192708333333331,0.9222520107238604,0.9447731755424064,0.926553672316384,0.9235127478753541,0.9293785310734464,0.9318181818181821,0.932748538011696,0.9345238095238094,0.9367469879518074,0.9365558912386704,0.8964221384304912
France,0.9349315068493151,0.8922651933701656,0.8888888888888888,0.9201520912547528,0.920754716981132,0.9233644859813085,0.9223659889094269,0.9230769230769232,0.8841807909604518,0.886039886039886,0.8914285714285715,0.9076517150395779,0.9132653061224488,0.912,0.9153005464480872,0.9161849710982661,0.9221556886227547,0.9240121580547113,0.9300911854103344,0.930817610062893,0.9371069182389937,0.9447368421052633,0.9688427299703265,0.9383753501400559,0.9346590909090909,0.9333333333333331,0.9291553133514988,0.9301075268817206,0.9283819628647214,0.9291338582677164,0.9265091863517061,0.9309462915601022,0.9445843828715365,0.9452736318407959,0.951898734177215,0.9514066496163681,0.9557291666666666,0.9597855227882037,0.9723865877712033,0.9661016949152542,0.9603399433427761,0.9604519774011298,0.9602272727272729,0.953216374269006,0.9523809523809521,0.9548192771084337,0.9516616314199393,0.9325634133589611
Gabon,0.5976027397260276,0.3563535911602209,0.36666666666666653,0.5760456273764257,0.590566037735849,0.5981308411214953,0.6044362292051757,0.6098901098901099,0.40677966101694923,0.4102564102564103,0.4171428571428572,0.4670184696569922,0.489795918367347,0.46933333333333344,0.4754098360655737,0.44797687861271684,0.4191616766467066,0.4012158054711246,0.39209726443768994,0.3805031446540879,0.38679245283018887,0.47894736842105273,0.7002967359050444,0.42296918767507014,0.39488636363636365,0.40833333333333344,0.40871934604904636,0.4059139784946237,0.3978779840848807,0.39370078740157477,0.3937007874015749,0.40920716112531963,0.4206549118387909,0.4402985074626866,0.4430379746835443,0.4501278772378517,0.4479166666666667,0.44504021447721176,0.6074950690335306,0.44632768361581904,0.4532577903682719,0.46892655367231617,0.4801136363636364,0.4795321637426901,0.4851190476190474,0.4879518072289157,0.48942598187311165,0.4621905206550196
Gambia,0.6438356164383562,0.4254143646408839,0.42499999999999993,0.6102661596958173,0.6132075471698113,0.6186915887850467,0.6247689463955638,0.6300366300366301,0.4350282485875707,0.3732193732193731,0.4485714285714287,0.49868073878627966,0.5178571428571429,0.5013333333333333,0.4918032786885246,0.46820809248554907,0.4550898203592815,0.44984802431610926,0.45592705167173253,0.4433962264150942,0.4465408805031448,0.5394736842105263,0.7403560830860533,0.5070028011204483,0.497159090909091,0.49444444444444435,0.5068119891008175,0.5080645161290324,0.5092838196286471,0.5170603674540682,0.5065616797900262,0.5294117647058824,0.5465994962216624,0.5472636815920398,0.5443037974683544,0.5345268542199488,0.5364583333333335,0.5281501340482572,0.6587771203155819,0.5225988700564971,0.5212464589235126,0.5225988700564971,0.5198863636363639,0.5087719298245614,0.5059523809523808,0.506024096385542,0.5045317220543805,0.5200009540983962
